template_name,template_string,ar,bg,de,el,es,fr,hi,ru,sw,th,tr,ur,vi,zh
cnn_dailymail - 3.0.0 - tldr_summary,"Could you please generate a TLDR (Too Long Didn't Read) summary of the following news article?

Article: {e1} |||
{e2}","هل يمكن أن تولد TLDR (لفترة طويلة جدا لم تقرأ) ملخص مقال الأخبار التالية؟

المادة: {e1} |||
{e2}","Бихте ли генерирали TLDR (твърде дълго не прочетете) Резюме на следната статия за новини?

Статия: {E1} |||
{E2}","Könnten Sie bitte eine TLDR generieren (zu lange nicht gelesen) Zusammenfassung der folgenden Nachrichtenartikel?

Artikel: {E1} |||
{E2}","Θα μπορούσατε να δημιουργήσετε ένα TLDR (πάρα πολύ καιρό δεν διάβασε) Περίληψη του ακόλουθου άρθρου ειδήσεων;

Άρθρο: {E1} |||
{e2}","¿Podría por favor generar un resumen de TLDR (demasiado tiempo no leído) del siguiente artículo de noticias?

Artículo: {E1} |||
{E2}","Pourriez-vous générer un TLDR (trop longtemps n'a pas lu) Résumé de l'article de presse suivant?

Article: {E1} |||
{e2}","क्या आप निम्नलिखित समाचार लेख का एक टीएलडीआर (बहुत लंबे समय तक नहीं पढ़ा) सारांश उत्पन्न कर सकते हैं?

अनुच्छेद: {e1} |||
{e2}","Не могли бы вы генерировать TLDR (слишком долго не читал) Сводка следующих новостей?

Статья: {E1} |||
{e2}","Je! Tafadhali tafadhali kuzalisha TLDR (muda mrefu haukusoma) Muhtasari wa makala yafuatayo?

Kifungu: {e1} |||.
{e2}","คุณช่วยสร้างบทสรุป TLDR (ไม่นานเกินไปไม่ได้อ่าน) ของบทความข่าวต่อไปนี้หรือไม่?

บทความ: {e1} |||
{e2}","Lütfen bir TLDR (çok uzun okumadım) aşağıdaki haber makalesinin özetini oluşturabilir misiniz?

Makale: {e1} |||
{e2}","کیا آپ براہ کرم TLDR پیدا کر سکتے ہیں (بہت لمبی پڑھا نہیں) مندرجہ ذیل خبر مضمون کا خلاصہ؟

آرٹیکل: {E1} |||
{e2}","Bạn có thể vui lòng tạo một TLDR (quá lâu không đọc) Tóm tắt bài viết tin tức sau đây?

Bài viết: {E1} |||
{e2}","您能否能够生成一个TLDR（太长而未阅读）以下新闻文章的摘要？

文章：{e1} |||
{E2}"
cnn_dailymail - 3.0.0 - write_an_outline,"Can you write an outline of the following article in a few points?

Article: {e1}|||
{e2}","يمكنك كتابة الخطوط العريضة للمادة التالية في بضع نقاط؟

المادة: {e1} |||
{e2}","Можете ли да напишете описание на следната статия в няколко точки?

Статия: {E1} |||
{E2}","Können Sie in wenigen Punkten einen Überblick über den folgenden Artikel schreiben?

Artikel: {E1} |||
{E2}","Μπορείτε να γράψετε ένα περίγραμμα του παρακάτω άρθρου σε λίγα σημεία;

Άρθρο: {E1} |||
{e2}","¿Puedes escribir un esquema del siguiente artículo en algunos puntos?

Artículo: {E1} |||
{E2}","Pouvez-vous écrire un aperçu de l'article suivant dans quelques points?

Article: {E1} |||
{e2}","क्या आप कुछ बिंदुओं में निम्नलिखित लेख की रूपरेखा लिख ​​सकते हैं?

अनुच्छेद: {e1} |||
{e2}","Можете ли вы написать набросок следующей статьи в несколько очков?

Статья: {E1} |||
{e2}","Je, unaweza kuandika muhtasari wa makala inayofuata katika pointi chache?

Kifungu: {e1} |||.
{e2}","คุณสามารถเขียนโครงร่างของบทความต่อไปนี้ในไม่กี่คะแนน?

บทความ: {e1} |||
{e2}","Aşağıdaki makalenin bir taslağını birkaç noktada yazabilir misiniz?

Makale: {e1} |||
{e2}","کیا آپ چند پوائنٹس میں مندرجہ ذیل مضمون کا ایک نقطہ نظر لکھ سکتے ہیں؟

آرٹیکل: {E1} |||
{e2}","Bạn có thể viết một phác thảo của bài viết sau trong một vài điểm?

Bài viết: {E1} |||
{e2}","你能在几点点写下以下文章的大纲吗？

文章：{e1} |||
{E2}"
gigaword - None - TLDR,"{e1}

TL;DR: ||| {e2}","{e1}

TL؛ DR: ||| {e2}","{E1}

Tl; д-р: ||| {E2}","{E1}

TL; DR: ||| {E2}","{e1}

TL; DR: ||| {e2}","{e1}

Tl; DR: ||| {E2}","{e1}

TL; DR: ||| {e2}","{e1}

Tl; डॉ: ||| {e2}","{E1}

TL; DR: ||| {e2}","{e1}

TL; DR: || | {e2}","{e1}

TL; DR: ||| {e2}","{e1}

TL; DR: ||| {e2}","{E1}

TL؛ ڈاکٹر: ||| {e2}","{e1}

Tl; dr: ||| {e2}","{e1}

TL; DR：||| {E2}"
gigaword - None - first_sentence_title,"First sentence of the article: {e1}

Title: ||| {e2}","الجملة الأولى من المقال: {e1}

العنوان: ||| {e2}","Първо изречение на статията: {E1}

Заглавие: ||| {E2}","Erster Satz des Artikels: {E1}

Titel: ||| {E2}","Πρώτη πρόταση του άρθρου: {e1}

Τίτλος: ||| {e2}","Primera frase del artículo: {E1}

Título: ||| {E2}","Première phrase de l'article: {E1}

Titre: ||| {e2}","लेख का पहला वाक्य: {e1}

शीर्षक: ||| {e2}","Первое предложение статьи: {E1}

Название: ||| {e2}","Sentensi ya kwanza ya makala: {e1}

Kichwa: |||. {e2}","ประโยคแรกของบทความ: {e1}

หัวข้อ: ||| {e2}","Makalenin ilk cümlesi: {e1}

Başlık: ||| {e2}","مضمون کی پہلی سزا: {E1}

عنوان: |||| {e2}","Câu đầu tiên của bài viết: {E1}

Tiêu đề: |||.. {e2}","第一句文章：{e1}

标题：||| {E2}"
gigaword - None - generate_summary_for_this,"{e1}

===

Generate a title for this article: ||| {e2}","{e1}

===.

توليد عنوان لهذا المقال: ||| {e2}","{E1}

===.

Генериране на заглавие за тази статия: ||| {E2}","{E1}

===.

Generieren Sie einen Titel für diesen Artikel: ||| {E2}","{e1}

===

Δημιουργήστε έναν τίτλο για αυτό το άρθρο: ||| {e2}","{e1}

===

Generar un título para este artículo: ||| {E2}","{e1}

====

Générer un titre pour cet article: ||| {e2}","{e1}

===

इस आलेख के लिए एक शीर्षक उत्पन्न करें: ||| {e2}","{E1}

===.

Создать название для этой статьи: ||| {e2}","{e1}

===.

Tengeneza kichwa cha makala hii: || {e2}","{e1}

===

สร้างชื่อเรื่องสำหรับบทความนี้: ||| {e2}","{e1}

===

Bu makale için bir başlık oluşturun: ||| {e2}","{E1}

===.

اس مضمون کے لئے ایک عنوان بنائیں: ||| {e2}","{e1}

===.

Tạo một tiêu đề cho bài viết này: ||| {e2}","{e1}

===.

为此文章生成标题：||| {E2}"
gigaword - None - in_a_nutshell,"{e1} In a nutshell, ||| {e2}",{e1} باختصار، ||| {e2},"{e1} накратко, ||| {E2}","{E1} Kurzer, ||| {E2}","{E1} Με λίγα λόγια, ||| {e2}","{e1} en pocas palabras, ||| {E2}","{E1} en un mot, ||| {e2}","{e1} संक्षेप में, ||| {e2}","{e1} в двух словах, ||| {e2}","{e1} kwa kifupi, |||. {e2}",{e1} โดยสรุป ||| {e2},{e1} Nutshell'de |||| {e2},{E1} ایک مختصر میں، ||| {e2},"{E1} Tóm lại, ||| {e2}",{E1}简而言之，||| {E2}
gigaword - None - make_a_title,"Make a title for this article: {e1} |||

{e2}","قم بعمل عنوانا لهذه المقالة: {e1} |||

{e2}","Направете заглавие за тази статия: {E1} |||

{E2}","Titel für diesen Artikel treffen: {E1} |||

{E2}","Κάντε έναν τίτλο για αυτό το άρθρο: {E1} |||

{e2}","Haz un título para este artículo: {E1} |||

{E2}","Faire un titre pour cet article: {E1} |||

{e2}","इस आलेख के लिए एक शीर्षक बनाएं: {E1} |||

{e2}","Сделайте название для этой статьи: {E1} |||

{e2}","Fanya kichwa cha makala hii: {e1} ||

{e2}","ทำชื่อเรื่องสำหรับบทความนี้: {e1} |||

{e2}","Bu makale için bir başlık yapın: {E1} |||

{e2}","اس مضمون کے لئے ایک عنوان بنائیں: {E1} |||

{e2}","Tạo một tiêu đề cho bài viết này: {E1} |||

{e2}","为此文章进行标题：{E1} |||

{E2}"
gigaword - None - reverse_writing,"Title: {e1}

||| {e2}","العنوان: {e1}

||| {e2}","Заглавие: {E1}

||| {E2}","Titel: {E1}

||| {E2}","Τίτλος: {E1}

||| {e2}","Título: {E1}

||| {E2}","Titre: {E1}

||| {e2}","शीर्षक: {e1}

||| {e2}","Название: {E1}

||| {e2}","Kichwa: {e1}

|||. {e2}","หัวข้อ: {e1}

||| {e2}","Başlık: {e1}

||| {e2}","عنوان: {E1}

|||| {e2}","Tiêu đề: {E1}

|| {e2}","标题：{e1}

|||| {E2}"
gigaword - None - write_a_title_for_this_sentence,"Write a title for this sentence: {e1} 

Title: ||| {e2}","اكتب عنوانا لهذه الجملة: {e1}

العنوان: ||| {e2}","Напишете заглавие за това изречение: {E1}

Заглавие: ||| {E2}","Schreiben Sie einen Titel für diesen Satz: {E1}

Titel: ||| {E2}","Γράψτε έναν τίτλο για αυτή την πρόταση: {E1}

Τίτλος: ||| {e2}","Escribe un título para esta oración: {E1}

Título: ||| {E2}","Écrivez un titre pour cette phrase: {E1}

Titre: ||| {e2}","इस वाक्य के लिए एक शीर्षक लिखें: {e1}

शीर्षक: ||| {e2}","Напишите заголовок для этого предложения: {E1}

Название: ||| {e2}","Andika kichwa cha sentensi hii: {e1}

Kichwa: |||. {e2}","เขียนชื่อเรื่องสำหรับประโยคนี้: {e1}

หัวข้อ: ||| {e2}","Bu cümle için bir başlık yazın: {E1}

Başlık: ||| {e2}","اس سزا کے لئے ایک عنوان لکھیں: {E1}

عنوان: |||| {e2}","Viết một tiêu đề cho câu này: {E1}

Tiêu đề: |||.. {e2}","为这句话写一个标题：{e1}

标题：||| {E2}"
gigaword - None - write_an_article,"Title: {e1}

===

Write an article with the given title: ||| {e2}","العنوان: {e1}

===.

اكتب مقالة بعنوان معين: ||| {e2}","Заглавие: {E1}

===.

Напишете статия с даденото заглавие: ||| {E2}","Titel: {E1}

===.

Schreiben Sie einen Artikel mit dem angegebenen Titel: ||| {E2}","Τίτλος: {E1}

===

Γράψτε ένα άρθρο με τον συγκεκριμένο τίτλο: ||| {e2}","Título: {E1}

===

Escribe un artículo con el título dado: ||| {E2}","Titre: {E1}

====

Écrivez un article avec le titre donné: ||| {e2}","शीर्षक: {e1}

===

दिए गए शीर्षक के साथ एक लेख लिखें: ||| {e2}","Название: {E1}

===.

Написать статью с указанным названием: ||| {e2}","Kichwa: {e1}

===.

Andika makala na kichwa kilichopewa: |||. {e2}","หัวข้อ: {e1}

===

เขียนบทความด้วยชื่อที่กำหนด: ||| {e2}","Başlık: {e1}

===

Verilen başlıkla bir makale yazın: ||| {e2}","عنوان: {E1}

===.

دیئے گئے عنوان کے ساتھ ایک مضمون لکھیں: ||| {e2}","Tiêu đề: {E1}

===.

Viết một bài viết với tiêu đề nhất định: ||| {e2}","标题：{e1}

===.

用给定标题写一篇文章：||| {E2}"
gigaword - None - write_its_sentence,"{e1}

===

Given the above sentence, write its title: ||| {e2}","{e1}

===.

بالنظر إلى الجملة المذكورة أعلاه، اكتب عنوانها: ||| {e2}","{E1}

===.

Като се има предвид горното изречение, напишете заглавието си: ||| {E2}","{E1}

===.

Angesichts des obigen Satzes schreiben Sie seinen Titel: ||| {E2}","{e1}

===

Λαμβάνοντας υπόψη την παραπάνω πρόταση, γράψτε τον τίτλο του: ||| {e2}","{e1}

===

Dada la oración anterior, escribe su título: ||| {E2}","{e1}

====

Compte tenu de la phrase ci-dessus, écrivez son titre: ||| {e2}","{e1}

===

उपरोक्त वाक्य को देखते हुए, इसका शीर्षक लिखें: ||| {e2}","{E1}

===.

Учитывая приведенное выше предложение, напишите его название: ||| {e2}","{e1}

===.

Kutokana na hukumu hapo juu, kuandika kichwa chake: || {e2}","{e1}

===

ให้ประโยคข้างต้นเขียนชื่อเรื่อง: ||| {e2}","{e1}

===

Yukarıdaki cümle göz önüne alındığında, unvanını yazın: ||| {e2}","{E1}

===.

مندرجہ ذیل سزا کو دیا، اس کا عنوان لکھیں: ||| {e2}","{e1}

===.

Đưa ra câu trên, viết tiêu đề của nó: ||| {e2}","{e1}

===.

鉴于上面的句子，写下它的标题：|||| {E2}"
multi_news - None - distill,"{e1}
I'm trying to distill these articles down into one:
{e2}

Article: {e3}
{e4}
|||
{e5}","{e1}
أحاول تقطير هذه المواد إلى أسفل إلى واحد:
{e2}

المادة: {e3}
{e4}
|||
{e5}","{E1}
Опитвам се да дестилирам тези статии в едно:
{E2}

Статия: {E3}
{E4}
|||
{E5}","{E1}
Ich versuche, diese Artikel in eins zu destillieren:
{E2}

Artikel: {E3}
{E4}
|||
{E5}","{e1}
Προσπαθώ να αποσταχτώ αυτά τα άρθρα σε ένα:
{e2}

Άρθρο: {E3}
{e4}
|||
{e5}","{e1}
Estoy tratando de destilar estos artículos en uno:
{E2}

Artículo: {E3}
{E4}
|||
{E5}","{e1}
J'essaie de distiller ces articles en un:
{e2}

Article: {E3}
{E4}
|||
{e5}","{e1}
मैं इन लेखों को एक में डिस्टिल करने की कोशिश कर रहा हूं:
{e2}

अनुच्छेद: {e3}
{e4}
|||
{e5}","{E1}
Я пытаюсь сбросить эти статьи в одну:
{e2}

Статья: {E3}
{e4}
|||
{e5}","{e1}
Ninajaribu kuondokana na makala hizi chini ya moja:
{e2}

Kifungu: {e3}
{e4}
|||.
{e5}","{e1}
ฉันพยายามที่จะกลั่นบทความเหล่านี้ลงในที่เดียว:
{e2}

บทความ: {e3}
{e4}
|||
{e5}","{e1}
Bu makaleleri bir kişiye kadar damıtmaya çalışıyorum:
{e2}

Makale: {e3}
{e 4}
|||
{e5}","{E1}
میں ان مضامین کو ایک میں ڈالنے کی کوشش کر رہا ہوں:
{e2}

آرٹیکل: {e3}
{e4}
||||
{e5}","{e1}
Tôi đang cố gắng chưng cất những bài viết này thành một:
{e2}

Bài viết: {E3}
{e 4}
||
{E5}","{e1}
我正试图将这些文章蒸馏一体：
{E2}

文章：{E3}
{E4}
||||
{E5}"
multi_news - None - expand (reverse task),"{e1}
Write an expanded news article with plausible details from the following summary:
{e2}
|||
{e3}","{e1}
اكتب مقالة إخبارية موسعة مزودة بتفاصيل معقولة من الملخص التالي:
{e2}
|||
{e3}","{E1}
Напишете разширена статия с правдоподобни данни от следното резюме:
{E2}
|||
{E3}","{E1}
Schreiben Sie einen erweiterten Nachrichtenartikel mit plausiblen Details von der folgenden Zusammenfassung:
{E2}
|||
{E3}","{e1}
Γράψτε ένα εξερχόμενο άρθρο ειδήσεων με εύλογες λεπτομέρειες από την ακόλουθη περίληψη:
{e2}
|||
{e3}","{e1}
Escriba un artículo de noticias ampliado con detalles plausibles del siguiente resumen:
{E2}
|||
{E3}","{e1}
Écrivez un article de presse élargi avec des détails plausibles à partir du résumé suivant:
{e2}
|||
{e3}","{e1}
निम्नलिखित सारांश से व्यावहारिक विवरण के साथ एक विस्तारित समाचार लेख लिखें:
{e2}
|||
{e3}","{E1}
Напишите расширенную новостную статью с правдоподобными деталями из следующего резюме:
{e2}
|||
{e3}","{e1}
Andika makala ya habari iliyopanuliwa na maelezo yaliyotambulika kutoka kwa muhtasari wafuatayo:
{e2}
|||.
{e3}","{e1}
เขียนบทความข่าวที่ขยายตัวพร้อมรายละเอียดที่เป็นไปได้จากสรุปต่อไปนี้:
{e2}
|||
{e3}","{e1}
Aşağıdaki özetten gelen makul ayrıntılarla genişletilmiş bir haber makalesi yazın:
{e2}
|||
{e3}","{E1}
مندرجہ ذیل خلاصہ سے قابل اطلاق تفصیلات کے ساتھ ایک وسیع خبر مضمون لکھیں:
{e2}
||||
{e3}","{e1}
Viết một bài báo mở rộng với các chi tiết hợp lý từ tóm tắt sau:
{e2}
||
{e3}","{e1}
从以下摘要中编写一个具有合理细节的扩展新闻文章：
{E2}
||||
{E3}"
multi_news - None - summarize,"{e1}
Write a summary of the following articles:
{e2}

Document: {e3}
{e4}
|||
{e5}","{e1}
اكتب ملخص المقالات التالية:
{e2}

المستند: {e3}
{e4}
|||
{e5}","{E1}
Напишете резюме на следните членове:
{E2}

Документ: {E3}
{E4}
|||
{E5}","{E1}
Schreiben Sie eine Zusammenfassung der folgenden Artikeln:
{E2}

Dokument: {E3}
{E4}
|||
{E5}","{e1}
Γράψτε μια σύνοψη των ακόλουθων άρθρων:
{e2}

Έγγραφο: {E3}
{e4}
|||
{e5}","{e1}
Escribe un resumen de los siguientes artículos:
{E2}

Documento: {E3}
{E4}
|||
{E5}","{e1}
Écrivez un résumé des articles suivants:
{e2}

Document: {E3}
{E4}
|||
{e5}","{e1}
निम्नलिखित लेखों का सारांश लिखें:
{e2}

दस्तावेज़: {e3}
{e4}
|||
{e5}","{E1}
Напишите сводку следующих статей:
{e2}

Документ: {E3}
{e4}
|||
{e5}","{e1}
Andika muhtasari wa makala zifuatazo:
{e2}

Nyaraka: {e3}
{e4}
|||.
{e5}","{e1}
เขียนบทสรุปของบทความต่อไปนี้:
{e2}

เอกสาร: {e3}
{e4}
|||
{e5}","{e1}
Aşağıdaki makalelerin bir özetini yazın:
{e2}

Belge: {e3}
{e 4}
|||
{e5}","{E1}
مندرجہ ذیل مضامین کا خلاصہ لکھیں:
{e2}

دستاویز: {e3}
{e4}
||||
{e5}","{e1}
Viết một bản tóm tắt các bài viết sau:
{e2}

Tài liệu: {E3}
{e 4}
||
{E5}","{e1}
写下以下文章的摘要：
{E2}

文件：{E3}
{E4}
||||
{E5}"
multi_news - None - summary scenario,"{e1}
I want to edit the following articles into a more concise summary:
{e2}

Article: {e3}
{e4}
|||
{e5}","{e1}
أريد تحرير المواد التالية في ملخص أكثر إيجازا:
{e2}

المادة: {e3}
{e4}
|||
{e5}","{E1}
Искам да редактирам следните статии в по-кратко резюме:
{E2}

Статия: {E3}
{E4}
|||
{E5}","{E1}
Ich möchte folgende Artikel in eine kurze Zusammenfassung bearbeiten:
{E2}

Artikel: {E3}
{E4}
|||
{E5}","{e1}
Θέλω να επεξεργαστώ τα ακόλουθα άρθρα σε μια πιο συνοπτική περίληψη:
{e2}

Άρθρο: {E3}
{e4}
|||
{e5}","{e1}
Quiero editar los siguientes artículos en un resumen más conciso:
{E2}

Artículo: {E3}
{E4}
|||
{E5}","{e1}
Je veux modifier les articles suivants dans un résumé plus concis:
{e2}

Article: {E3}
{E4}
|||
{e5}","{e1}
मैं निम्नलिखित लेखों को एक और संक्षिप्त सारांश में संपादित करना चाहता हूं:
{e2}

अनुच्छेद: {e3}
{e4}
|||
{e5}","{E1}
Я хочу редактировать следующие статьи в более краткое резюме:
{e2}

Статья: {E3}
{e4}
|||
{e5}","{e1}
Ninataka kuhariri makala zifuatazo katika muhtasari zaidi:
{e2}

Kifungu: {e3}
{e4}
|||.
{e5}","{e1}
ฉันต้องการแก้ไขบทความต่อไปนี้เป็นบทสรุปที่รัดกุมมากขึ้น:
{e2}

บทความ: {e3}
{e4}
|||
{e5}","{e1}
Aşağıdaki makaleleri daha özlü bir özetle düzenlemek istiyorum:
{e2}

Makale: {e3}
{e 4}
|||
{e5}","{E1}
میں مندرجہ ذیل مضامین کو مزید جامع خلاصہ میں ترمیم کرنا چاہتا ہوں:
{e2}

آرٹیکل: {e3}
{e4}
||||
{e5}","{e1}
Tôi muốn chỉnh sửa các bài viết sau thành một bản tóm tắt ngắn gọn hơn:
{e2}

Bài viết: {E3}
{e 4}
||
{E5}","{e1}
我想将以下文章编辑为更简洁的摘要：
{E2}

文章：{E3}
{E4}
||||
{E5}"
multi_news - None - synthesize,"{e1}
Synthesize these documents into a single one:
{e2}

- {e3}
{e4}
|||
{e5}","{e1}
توليف هذه المستندات في واحد واحد:
{e2}

- {e3}
{e4}
|||
{e5}","{E1}
Синтезират тези документи в един:
{E2}

- {E3}
{E4}
|||
{E5}","{E1}
Synthetisieren diese Dokumente in einem einzelnen:
{E2}

- {E3}
{E4}
|||
{E5}","{e1}
Συνθέστε αυτά τα έγγραφα σε ένα μόνο:
{e2}

- {E3}
{e4}
|||
{e5}","{e1}
Sintetice estos documentos en una sola:
{E2}

- {E3}
{E4}
|||
{E5}","{e1}
Synthétisez ces documents en un seul:
{e2}

- {e3}
{E4}
|||
{e5}","{e1}
इन दस्तावेजों को एक ही में संश्लेषित करें:
{e2}

- {e3}
{e4}
|||
{e5}","{E1}
Синтезировать эти документы в один:
{e2}

- {e3}
{e4}
|||
{e5}","{e1}
Synthesize nyaraka hizi kwa moja:
{e2}

- {e3}
{e4}
|||.
{e5}","{e1}
สังเคราะห์เอกสารเหล่านี้เป็นหนึ่งเดียว:
{e2}

- {e3}
{e4}
|||
{e5}","{e1}
Bu belgeleri tek bir kişiye sentezler:
{e2}

- {e3}
{e 4}
|||
{e5}","{E1}
ان دستاویزات کو ایک ہی میں سنبھالیں:
{e2}

- {e3}
{e4}
||||
{e5}","{e1}
Tổng hợp các tài liệu này vào một một:
{e2}

- {e3}
{e 4}
||
{E5}","{e1}
将这些文档综合为单个：
{E2}

 -  {e3}
{E4}
||||
{E5}"
multi_news - None - what are the key points,"{e1}
What are the key points across these news articles:
{e2}

Article: {e3}
{e4}
|||
{e5}","{e1}
ما هي النقاط الرئيسية عبر هذه المقالات الأخبار:
{e2}

المادة: {e3}
{e4}
|||
{e5}","{E1}
Какви са ключовите моменти в тези новини:
{E2}

Статия: {E3}
{E4}
|||
{E5}","{E1}
Was sind die wichtigsten Punkte in diesen Nachrichtenartikeln:
{E2}

Artikel: {E3}
{E4}
|||
{E5}","{e1}
Ποια είναι τα βασικά σημεία σε αυτά τα άρθρα ειδήσεων:
{e2}

Άρθρο: {E3}
{e4}
|||
{e5}","{e1}
¿Cuáles son los puntos clave en estos artículos de noticias:
{E2}

Artículo: {E3}
{E4}
|||
{E5}","{e1}
Quels sont les points clés dans ces articles de presse:
{e2}

Article: {E3}
{E4}
|||
{e5}","{e1}
इन समाचार लेखों में महत्वपूर्ण बिंदु क्या हैं:
{e2}

अनुच्छेद: {e3}
{e4}
|||
{e5}","{E1}
Каковы ключевые очки через эти новости статьи:
{e2}

Статья: {E3}
{e4}
|||
{e5}","{e1}
Ni nini pointi muhimu katika makala hizi za habari:
{e2}

Kifungu: {e3}
{e4}
|||.
{e5}","{e1}
อะไรคือประเด็นสำคัญในบทความข่าวเหล่านี้:
{e2}

บทความ: {e3}
{e4}
|||
{e5}","{e1}
Bu haber makalelerindeki kilit noktaları nelerdir:
{e2}

Makale: {e3}
{e 4}
|||
{e5}","{E1}
ان خبروں کے مضامین میں اہم نکات کیا ہیں:
{e2}

آرٹیکل: {e3}
{e4}
||||
{e5}","{e1}
Các điểm chính trong các bài báo tin tức này là gì:
{e2}

Bài viết: {E3}
{e 4}
||
{E5}","{e1}
这些新闻文章的关键点是什么：
{E2}

文章：{E3}
{E4}
||||
{E5}"
samsum - None - Generate a summary for this dialogue,"Generate a summary for this dialogue:
{e1}
|||{e2}","توليد ملخص لهذا الحوار:
{e1}
||| {e2}","Генериране на резюме за този диалог:
{E1}
||| {E2}","Generieren Sie eine Zusammenfassung für diesen Dialog:
{E1}
||| {E2}","Δημιουργήστε μια περίληψη για αυτόν τον διάλογο:
{e1}
||| {e2}","Generar un resumen para este diálogo:
{e1}
||| {e2}","Générez un résumé de ce dialogue:
{e1}
||| {e2}","इस संवाद के लिए सारांश उत्पन्न करें:
{e1}
||| {e2}","Создайте сводку для этого диалога:
{E1}
||| {E2}","Kuzalisha muhtasari wa mazungumzo haya:
{e1}
||| {e2}","สร้างบทสรุปสำหรับบทสนทนานี้:
{e1}
||| {e2}","Bu diyalog için bir özet oluşturun:
{e1}
||| {e2}","اس بات چیت کے لئے ایک خلاصہ بنائیں:
{E1}
|| {e2}","Tạo một bản tóm tắt cho cuộc đối thoại này:
{e1}
||| {e2}","为此对话生成摘要：
{e1}
||| {e2}"
samsum - None - Given the above dialogue write a summary,"{e1}
Given the above dialogue, write a summary. |||
{e2}","{e1}
بالنظر إلى الحوار أعلاه، اكتب ملخصا. |||
{e2}","{E1}
Като се има предвид горния диалог, напишете резюме. |||
{E2}","{E1}
Angesichts des obigen Dialogs schreiben Sie eine Zusammenfassung. |||
{E2}","{e1}
Δεδομένου του παραπάνω διαλόγου, γράψτε μια σύνοψη. |||
{e2}","{e1}
Dado el diálogo anterior, escribe un resumen. |||
{E2}","{e1}
Compte tenu de la dialogue ci-dessus, écrivez un résumé. |||
{e2}","{e1}
उपरोक्त वार्ता को देखते हुए, सारांश लिखें। |||
{e2}","{E1}
Учитывая вышеуказанный диалог, напишите резюме. |||
{e2}","{e1}
Kutokana na mazungumzo hapo juu, kuandika muhtasari. |||.
{e2}","{e1}
ให้บทสนทนาข้างต้นเขียนสรุป |||
{e2}","{e1}
Yukarıdaki diyalog göz önüne alındığında, bir özet yazın. |||
{e2}","{E1}
مندرجہ ذیل بات چیت کو دیکھتے ہوئے، ایک خلاصہ لکھیں. ||||
{e2}","{e1}
Đưa ra đối thoại trên, viết một bản tóm tắt. ||
{e2}","{e1}
鉴于上述对话，撰写摘要。 ||||
{E2}"
samsum - None - Sum up the following dialogue,"Sum up the following dialogue: 
{e1}
|||{e2}","تلخص الحوار التالي:
{e1}
||| {e2}","Обобщаване на следния диалог:
{E1}
||| {E2}","Fassen Sie den folgenden Dialog zusammen:
{E1}
||| {E2}","Συνοψίστε τον ακόλουθο διάλογο:
{e1}
||| {e2}","Resume el siguiente diálogo:
{e1}
||| {e2}","Résumer le dialogue suivant:
{e1}
||| {e2}","निम्नलिखित संवाद का योग करें:
{e1}
||| {e2}","Суммируйте следующий диалог:
{E1}
||| {E2}","Sumu mazungumzo yafuatayo:
{e1}
||| {e2}","สรุปบทสนทนาต่อไปนี้:
{e1}
||| {e2}","Aşağıdaki diyalogu toplayın:
{e1}
||| {e2}","مندرجہ ذیل بات چیت کو پورا کریں:
{E1}
|| {e2}","Tổng hợp đối thoại sau:
{e1}
||| {e2}","总结以下对话：
{e1}
||| {e2}"
samsum - None - Summarize this dialogue:,"Summarize this dialogue: {e1} |||
{e2}","لخص هذا الحوار: {e1} |||
{e2}","Обобщете този диалог: {E1} |||
{E2}","Fassen Sie diesen Dialog zusammen: {E1} |||
{E2}","Συνοψίστε αυτόν τον διάλογο: {E1} |||
{e2}","Resuma este diálogo: {E1} |||
{E2}","Résumez ce dialogue: {E1} |||
{e2}","इस संवाद को सारांशित करें: {e1} |||
{e2}","Суммируйте этот диалог: {E1} |||
{e2}","Soma mazungumzo haya: {e1} ||
{e2}","สรุปบทสนทนานี้: {e1} |||
{e2}","Bu Diyaloğu Özetleyin: {E1} |||
{e2}","اس بات چیت کا خلاصہ: {E1} |||
{e2}","Tóm tắt cuộc đối thoại này: {E1} |||
{e2}","总结了这个对话：{e1} |||
{E2}"
samsum - None - Summarize:,"Summarize: {e1}|||
{e2}","تلخيص: {e1} |||
{e2}","Обобщение: {e1} |||
{E2}","Fassen Sie zusammen: {E1} |||
{E2}","Συνοψίστε: {E1} |||
{e2}","Resumir: {E1} |||
{E2}","Résumée: {E1} |||
{e2}","संक्षेप: {e1} |||
{e2}","Суммировать: {E1} |||
{e2}","Summarize: {e1} |||.
{e2}","สรุป: {e1} |||
{e2}","Özetlemek: {e1} |||
{e2}","خلاصہ: {E1} |||
{e2}","Tóm tắt: {E1} |||
{e2}","总结：{e1} |||
{E2}"
